channel_url,channel_name,subscribers_count,post_url,id,title,description,views,date_time,audio_caption
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24961,24961,Nikka Zaildar 2 ( 2018 ) [ Punjabi ] 576p HDRip.mkv,Nikka Zaildar 2 ( 2018 ) [ Punjabi ] 576p HDRip.mkv,34,2025-10-05 16:16:06,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24960,24960,Nikka Zaildar 2 ( 2018 ) [ Punjabi ] 480p WebRip.mkv,Nikka Zaildar 2 ( 2018 ) [ Punjabi ] 480p WebRip.mkv,33,2025-10-05 16:16:06,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24959,24959,**Nikka Zaildar  WebRip Punjabi 720p x264 AAC 5.1 ESub,"**Nikka Zaildar  WebRip Punjabi 720p x264 AAC 5.1 ESub
(Encodes Quality Movies).mkv**",34,2025-10-05 16:16:06,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24958,24958,**Nikka Zaildar ( 2016 ) [ Punjabi ]  720p  HDRip.mkv**,**Nikka Zaildar ( 2016 ) [ Punjabi ]  720p  HDRip.mkv**,33,2025-10-05 16:16:06,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24957,24957,**Nikka Zaildar ( 2016 ) [ Punjabi ] 480p  HDRip.mkv**,**Nikka Zaildar ( 2016 ) [ Punjabi ] 480p  HDRip.mkv**,32,2025-10-05 16:16:06,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24956,24956,**Scooby Doo! Meets Courage the Cowardly Dog (2021) 1080p HDRip ORG. [Dual Audio] [ Hindi + English ] x264 ESubs.mkv**,**Scooby Doo! Meets Courage the Cowardly Dog (2021) 1080p HDRip ORG. [Dual Audio] [ Hindi + English ] x264 ESubs.mkv**,32,2025-10-05 16:16:05,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24955,24955,**Scooby Doo! Meets Courage the Cowardly Dog (2021) 720p HDRip ORG. [Dual Audio] [ Hindi + English ] x264 ESubs.mkv**,**Scooby Doo! Meets Courage the Cowardly Dog (2021) 720p HDRip ORG. [Dual Audio] [ Hindi + English ] x264 ESubs.mkv**,34,2025-10-05 16:16:05,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24954,24954,**Scooby Doo! Meets Courage the Cowardly Dog (2021) 720p HEVC HDRip ORG. [Dual Audio] [ Hindi + English ] x264 ESubs.mkv**,**Scooby Doo! Meets Courage the Cowardly Dog (2021) 720p HEVC HDRip ORG. [Dual Audio] [ Hindi + English ] x264 ESubs.mkv**,34,2025-10-05 16:16:05,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24953,24953,**Scooby Doo! Meets Courage the Cowardly Dog (2021) 480p HDRip ORG. [Dual Audio] [ Hindi + English ] x264 ESubs.mkv**,**Scooby Doo! Meets Courage the Cowardly Dog (2021) 480p HDRip ORG. [Dual Audio] [ Hindi + English ] x264 ESubs.mkv**,32,2025-10-05 16:16:05,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24952,24952,Courage the Cowardly Dog (2002) S4 Complete 720p HEVC 10Bit WEB-DL x265 Hindi English Tamil Telugu (ESub),Courage the Cowardly Dog (2002) S4 Complete 720p HEVC 10Bit WEB-DL x265 Hindi English Tamil Telugu (ESub),32,2025-10-05 16:16:05,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24951,24951,**Courage The Cowardly Dog (2002) S03 COMBINED 576p AMZN WEB-DL x265 HEVC [ENGLISH + HINDI] DDP2.0 - 224kbps ~ AKSHAT - Saon.mkv**,**Courage The Cowardly Dog (2002) S03 COMBINED 576p AMZN WEB-DL x265 HEVC [ENGLISH + HINDI] DDP2.0 - 224kbps ~ AKSHAT - Saon.mkv**,33,2025-10-05 16:16:05,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24950,24950,**Courage The Cowardly Dog (2001) S02 COMBINED 576p AMZN WEB-DL x265 HEVC [ENGLISH + HINDI] DDP2.0 - 224kbps ~ AKSHAT - Saon.mkv**,**Courage The Cowardly Dog (2001) S02 COMBINED 576p AMZN WEB-DL x265 HEVC [ENGLISH + HINDI] DDP2.0 - 224kbps ~ AKSHAT - Saon.mkv**,37,2025-10-05 16:16:05,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24949,24949,**Courage The Cowardly Dog (1999) S01 COMBINED 576p AMZN WEB-DL x265 HEVC [ENGLISH + HINDI] DDP2.0 - 224kbps ~ AKSHAT - Saon.mkv**,**Courage The Cowardly Dog (1999) S01 COMBINED 576p AMZN WEB-DL x265 HEVC [ENGLISH + HINDI] DDP2.0 - 224kbps ~ AKSHAT - Saon.mkv**,37,2025-10-05 16:16:05,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24948,24948,**Love Of Replica (2023) S01 E09-16 720p 10Bit AMZN Web-DL [Dual Audio] [ Hindi + Chinese ] x264 Esub.mkv**,**Love Of Replica (2023) S01 E09-16 720p 10Bit AMZN Web-DL [Dual Audio] [ Hindi + Chinese ] x264 Esub.mkv**,34,2025-10-05 16:16:05,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24947,24947,**Love Of Replica (2023) S01 E01-08 720p 10Bit AMZN Web-DL [Dual Audio] [ Hindi + Chinese ] x264 Esub.mkv**,**Love Of Replica (2023) S01 E01-08 720p 10Bit AMZN Web-DL [Dual Audio] [ Hindi + Chinese ] x264 Esub.mkv**,32,2025-10-05 16:16:05,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24946,24946,**Love Of Replica (2023) S01 E09-16 480p AMZN Web-DL [Dual Audio] [ Hindi + Chinese ] x264 Esub.mkv**,**Love Of Replica (2023) S01 E09-16 480p AMZN Web-DL [Dual Audio] [ Hindi + Chinese ] x264 Esub.mkv**,32,2025-10-05 16:16:05,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24945,24945,**Love Of Replica (2023) S01 E01-08 480p AMZN Web-DL [Dual Audio] [ Hindi + Chinese ] x264 Esub.mkv**,**Love Of Replica (2023) S01 E01-08 480p AMZN Web-DL [Dual Audio] [ Hindi + Chinese ] x264 Esub.mkv**,31,2025-10-05 16:16:05,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24944,24944,**Return to the 36th Chamber (1980) 1080p BluRay ORG. [Dual Audio] [ Hindi + English ] x264 ESubs.mkv**,**Return to the 36th Chamber (1980) 1080p BluRay ORG. [Dual Audio] [ Hindi + English ] x264 ESubs.mkv**,36,2025-10-05 16:16:04,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24943,24943,**Return to the 36th Chamber (1980) 720p BluRay ORG. [Dual Audio] [ Hindi + English ] x264 ESubs.mkv**,**Return to the 36th Chamber (1980) 720p BluRay ORG. [Dual Audio] [ Hindi + English ] x264 ESubs.mkv**,36,2025-10-05 16:16:04,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24942,24942,**Return to the 36th Chamber (1980) 720p HEVC BluRay ORG. [Dual Audio] [ Hindi + English ] x264 ESubs.mkv**,**Return to the 36th Chamber (1980) 720p HEVC BluRay ORG. [Dual Audio] [ Hindi + English ] x264 ESubs.mkv**,35,2025-10-05 16:16:04,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24941,24941,**Return to the 36th Chamber (1980) 480p BluRay ORG. [Dual Audio] [ Hindi + English ] x264 ESubs.mkv**,**Return to the 36th Chamber (1980) 480p BluRay ORG. [Dual Audio] [ Hindi + English ] x264 ESubs.mkv**,35,2025-10-05 16:16:04,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24940,24940,**The 36th Chamber of Shaolin (1978) 1080p BluRay ORG. [Dual Audio] [ Hindi + English ] x264 ESubs.mkv**,**The 36th Chamber of Shaolin (1978) 1080p BluRay ORG. [Dual Audio] [ Hindi + English ] x264 ESubs.mkv**,32,2025-10-05 16:16:04,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24939,24939,**The 36th Chamber of Shaolin (1978) 720p BluRay ORG. [Dual Audio] [ Hindi + English ] x264 ESubs.mkv**,**The 36th Chamber of Shaolin (1978) 720p BluRay ORG. [Dual Audio] [ Hindi + English ] x264 ESubs.mkv**,33,2025-10-05 16:16:04,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24938,24938,**The 36th Chamber of Shaolin (1978) 720p HEVC BluRay ORG. [Dual Audio] [ Hindi + English ] x264 ESubs.mkv**,**The 36th Chamber of Shaolin (1978) 720p HEVC BluRay ORG. [Dual Audio] [ Hindi + English ] x264 ESubs.mkv**,33,2025-10-05 16:16:04,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24937,24937,**The 36th Chamber of Shaolin (1978) 480p BluRay ORG. [Dual Audio] [ Hindi + English ] x264 ESubs.mkv**,**The 36th Chamber of Shaolin (1978) 480p BluRay ORG. [Dual Audio] [ Hindi + English ] x264 ESubs.mkv**,33,2025-10-05 16:16:04,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24936,24936,**Platonic (2023) Season 02 S02 COMBiNED ATVP 720p 10bit x265 HEVC Org English 2.0 MSubs PSA.mkv**,**Platonic (2023) Season 02 S02 COMBiNED ATVP 720p 10bit x265 HEVC Org English 2.0 MSubs PSA.mkv**,34,2025-10-05 16:16:04,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24935,24935,**Platonic (2019) Season 01 S01 COMBiNED ATVP 720p 10bit x265 HEVC Org NF English 2.0 MSubs PSA.mkv**,**Platonic (2019) Season 01 S01 COMBiNED ATVP 720p 10bit x265 HEVC Org NF English 2.0 MSubs PSA.mkv**,38,2025-10-05 16:16:04,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24934,24934,Primitive.War.2025.1080p.AMZN.WEB-DL.DDP5.1.HEVC-KyoGo.mkv,Primitive.War.2025.1080p.AMZN.WEB-DL.DDP5.1.HEVC-KyoGo.mkv,40,2025-10-05 16:16:04,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24933,24933,Primitive.War.2025.720p.iT.WEB-DL.DD5.1.HEVC-KyoGo.mkv,Primitive.War.2025.720p.iT.WEB-DL.DD5.1.HEVC-KyoGo.mkv,40,2025-10-05 16:16:04,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24932,24932,Primitive.War.2025.720p.AMZN.WEB-DL.DDP5.1.HEVC-KyoGo.mkv,Primitive.War.2025.720p.AMZN.WEB-DL.DDP5.1.HEVC-KyoGo.mkv,41,2025-10-05 16:16:03,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24931,24931,**Maine Pyar Kiya (2025) 1080p HDRip x264 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,**Maine Pyar Kiya (2025) 1080p HDRip x264 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,121,2025-10-04 13:17:45,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24930,24930,**Maine Pyar Kiya (2025) 1080p 10-Bit HEVC HDRip x265 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,**Maine Pyar Kiya (2025) 1080p 10-Bit HEVC HDRip x265 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,120,2025-10-04 13:17:45,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24929,24929,**Maine Pyar Kiya (2025) 720p HDRip x264 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,**Maine Pyar Kiya (2025) 720p HDRip x264 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,121,2025-10-04 13:17:45,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24928,24928,**Maine Pyar Kiya (2025) 720p HEVC HDRip x265 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,**Maine Pyar Kiya (2025) 720p HEVC HDRip x265 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,119,2025-10-04 13:17:45,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24927,24927,**Maine Pyar Kiya (2025) 480p HDRip x264 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,**Maine Pyar Kiya (2025) 480p HDRip x264 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,120,2025-10-04 13:17:45,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24926,24926,**Jai Ganesh (2024) 1080p HDRip x264 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,**Jai Ganesh (2024) 1080p HDRip x264 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,117,2025-10-04 13:17:44,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24925,24925,**Jai Ganesh (2024) 720p HDRip x264 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,**Jai Ganesh (2024) 720p HDRip x264 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,115,2025-10-04 13:17:44,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24924,24924,**Jai Ganesh (2024) 720p HEVC HDRip x265 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,**Jai Ganesh (2024) 720p HEVC HDRip x265 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,116,2025-10-04 13:17:44,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24923,24923,**Jai Ganesh (2024) 480p HDRip x264 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,**Jai Ganesh (2024) 480p HDRip x264 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,116,2025-10-04 13:17:44,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24922,24922,**Checkmate (2024) 1080p HDRip x264 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,**Checkmate (2024) 1080p HDRip x264 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,114,2025-10-04 13:17:44,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24921,24921,**Checkmate (2024) 720p HDRip x264 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,**Checkmate (2024) 720p HDRip x264 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,113,2025-10-04 13:17:44,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24920,24920,**Checkmate (2024) 720p HEVC HDRip x265 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,**Checkmate (2024) 720p HEVC HDRip x265 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,112,2025-10-04 13:17:44,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24919,24919,**Checkmate (2024) 480p HDRip x264 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,**Checkmate (2024) 480p HDRip x264 ESubs [Dual Audio] [Hindi ORG - Malayalam].mkv**,114,2025-10-04 13:17:44,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24918,24918,Murder 3 (2013) 1080p BluRay Hindi DD 5.1 x264 ESub.mkv,Murder 3 (2013) 1080p BluRay Hindi DD 5.1 x264 ESub.mkv,114,2025-10-04 13:17:44,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24917,24917,Murder 3 (2013) 720p BluRay Hindi DD 5.1 x264 ESub.mkv,Murder 3 (2013) 720p BluRay Hindi DD 5.1 x264 ESub.mkv,114,2025-10-04 13:17:44,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24916,24916,Murder 3 (2013) 720p HEVC BluRay Hindi DD 5.1 x265 ESub.mkv,Murder 3 (2013) 720p HEVC BluRay Hindi DD 5.1 x265 ESub.mkv,114,2025-10-04 13:17:44,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24915,24915,**Murder 3 (2013) 480p BluRay Hindi DD 5.1 x264 ESub.mkv**,**Murder 3 (2013) 480p BluRay Hindi DD 5.1 x264 ESub.mkv**,114,2025-10-04 13:17:43,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24914,24914,Murder 2 (2011) 1080p BluRay Hindi DD 5.1 x264 ESub.mkv,Murder 2 (2011) 1080p BluRay Hindi DD 5.1 x264 ESub.mkv,112,2025-10-04 13:17:43,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24913,24913,**Murder 2 (2011) 720p BluRay Hindi DD 5.1 x264 ESub.mkv**,**Murder 2 (2011) 720p BluRay Hindi DD 5.1 x264 ESub.mkv**,107,2025-10-04 13:17:43,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24912,24912,**Murder 2 (2011) 720p HEVC BluRay Hindi DD 5.1 x265 ESub.mkv**,**Murder 2 (2011) 720p HEVC BluRay Hindi DD 5.1 x265 ESub.mkv**,106,2025-10-04 13:17:43,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24911,24911,**Murder 2 (2011) 480p BluRay Hindi DD 5.1 x264 ESub.mkv**,**Murder 2 (2011) 480p BluRay Hindi DD 5.1 x264 ESub.mkv**,106,2025-10-04 13:17:43,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24910,24910,Murder (2004) 1080p WEB-HDRip Hindi DD 5.1 x264 ESubs.Mkv,Murder (2004) 1080p WEB-HDRip Hindi DD 5.1 x264 ESubs.Mkv,106,2025-10-04 13:17:38,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24909,24909,Murder (2004) 720p WEB-HDRip Hindi DD 5.1 x264 ESubs.Mkv,Murder (2004) 720p WEB-HDRip Hindi DD 5.1 x264 ESubs.Mkv,106,2025-10-04 13:17:38,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24908,24908,**Murder (2004) 720p HEVC WEB-HDRip Hindi DD 5.1 x265 ESubs.Mkv**,**Murder (2004) 720p HEVC WEB-HDRip Hindi DD 5.1 x265 ESubs.Mkv**,107,2025-10-04 13:17:38,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24907,24907,**Murder (2004) 480p WEB-HDRip Hindi DD 5.1 x264 ESubs.Mkv**,**Murder (2004) 480p WEB-HDRip Hindi DD 5.1 x264 ESubs.Mkv**,109,2025-10-04 13:17:38,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24906,24906,What the Fish (2013) Hindi 1080p HDRip x264 AAC 5.1 ESubs.mkv,What the Fish (2013) Hindi 1080p HDRip x264 AAC 5.1 ESubs.mkv,111,2025-10-04 13:17:37,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24905,24905,What the Fish (2013) Hindi 720p HDRip x264 AAC 5.1 ESubs.mkv,What the Fish (2013) Hindi 720p HDRip x264 AAC 5.1 ESubs.mkv,111,2025-10-04 13:17:37,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24904,24904,What the Fish (2013) Hindi 720p HEVC HDRip x265 AAC ESubs.mkv,What the Fish (2013) Hindi 720p HEVC HDRip x265 AAC ESubs.mkv,107,2025-10-04 13:17:37,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24903,24903,What the Fish (2013) Hindi 480p HDRip x264 AAC ESubs.mkv,What the Fish (2013) Hindi 480p HDRip x264 AAC ESubs.mkv,106,2025-10-04 13:17:37,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24902,24902,Khuddar (1994) Hindi 1080p HDRip x264 AAC.mkv,Khuddar (1994) Hindi 1080p HDRip x264 AAC.mkv,106,2025-10-04 13:17:37,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24901,24901,Khuddar (1994) Hindi 720p HEVC HDRip x265 AAC.mkv,Khuddar (1994) Hindi 720p HEVC HDRip x265 AAC.mkv,108,2025-10-04 13:17:37,No audio
https://t.me/c/2430394466,Premium Members Only,0,https://t.me/c/2430394466/24900,24900,Khuddar (1994) Hindi 720p HDRip x264 AAC.mkv,Khuddar (1994) Hindi 720p HDRip x264 AAC.mkv,106,2025-10-04 13:17:37,No audio
